datetime,direction,toll_point,rate,pbm_rate
2018-04-28 23:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-28 23:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-29 00:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 00:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 00:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 00:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 00:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 00:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 00:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 00:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 00:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 00:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 00:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 00:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 01:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 01:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 01:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 01:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 01:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 01:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 01:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 01:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 01:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 01:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 01:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 01:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 02:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 02:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 02:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 02:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 02:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 02:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 02:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 02:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 02:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 02:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 02:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 02:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 03:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 03:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 03:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 03:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 03:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 03:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 03:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 03:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 03:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 03:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 03:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 03:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 04:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 04:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 04:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 04:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 04:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 04:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 04:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 04:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 04:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 04:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 04:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 04:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 05:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 05:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 05:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 05:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 05:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 05:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 05:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 05:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 05:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 05:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 05:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 05:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 06:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 06:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 06:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 06:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 06:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 06:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 06:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 06:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 06:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 06:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 06:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 06:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 07:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 07:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 07:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 07:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 07:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 07:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 07:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 07:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 07:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 07:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 07:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 07:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 08:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 08:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 08:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 08:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 08:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 08:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 08:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 08:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 08:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 08:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 08:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 08:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 09:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 09:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 09:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 09:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 09:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 09:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 09:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 09:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 09:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 09:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 09:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 09:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 10:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 10:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 10:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 10:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 10:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 10:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 10:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 10:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 10:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 10:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 10:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 10:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 11:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 11:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 11:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 11:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 11:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 11:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 11:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 11:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 11:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 11:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 11:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 11:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 12:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 12:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 12:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 12:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 12:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 12:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 12:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 12:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 12:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 12:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 12:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 12:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 13:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 13:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 13:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 13:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 13:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 13:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 13:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 13:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 13:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 13:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 13:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 13:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 14:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 14:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 14:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 14:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 14:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 14:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 14:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 14:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 14:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 14:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 14:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 14:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 15:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 15:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 15:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 15:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 15:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 15:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 15:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 15:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 15:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 15:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 15:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 15:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 16:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 16:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 16:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 16:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 16:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 16:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 16:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 16:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 16:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 16:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 16:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 16:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 17:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 17:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 17:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 17:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-29 17:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-29 17:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-29 17:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 17:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 17:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 17:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-29 17:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-29 17:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-29 18:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 18:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 18:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 18:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-29 18:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-29 18:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-29 18:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 18:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 18:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 18:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-29 18:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-29 18:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-29 19:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 19:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 19:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 19:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-29 19:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-29 19:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-29 19:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 19:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 19:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 19:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-29 19:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-29 19:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-29 20:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 20:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 20:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 20:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-29 20:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-29 20:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-29 20:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 20:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 20:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 20:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-29 20:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-29 20:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-29 21:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 21:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 21:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 21:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-29 21:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-29 21:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-29 21:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 21:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 21:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 21:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 21:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 21:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 22:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 22:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 22:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 22:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 22:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 22:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 22:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 22:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 22:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 22:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 22:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 22:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 23:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 23:00:00,NB,CVZ to 183,0.25,0.33
2018-04-29 23:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 23:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 23:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 23:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-29 23:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-29 23:30:00,NB,CVZ to 183,0.25,0.33
2018-04-29 23:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-29 23:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-29 23:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-29 23:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-30 00:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 00:00:00,NB,CVZ to 183,0.25,0.33
2018-04-30 00:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 00:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-30 00:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-30 00:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-30 00:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 00:30:00,NB,CVZ to 183,0.25,0.33
2018-04-30 00:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 00:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-30 00:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-30 00:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-30 01:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 01:00:00,NB,CVZ to 183,0.25,0.33
2018-04-30 01:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 01:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-30 01:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-30 01:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-30 01:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 01:30:00,NB,CVZ to 183,0.25,0.33
2018-04-30 01:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 01:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-30 01:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-30 01:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-30 02:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 02:00:00,NB,CVZ to 183,0.25,0.33
2018-04-30 02:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 02:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-30 02:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-30 02:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-30 02:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 02:30:00,NB,CVZ to 183,0.25,0.33
2018-04-30 02:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 02:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-30 02:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-30 02:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-30 03:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 03:00:00,NB,CVZ to 183,0.25,0.33
2018-04-30 03:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 03:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-30 03:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-30 03:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-30 03:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 03:30:00,NB,CVZ to 183,0.25,0.33
2018-04-30 03:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 03:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-30 03:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-30 03:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-30 04:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 04:00:00,NB,CVZ to 183,0.25,0.33
2018-04-30 04:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 04:00:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-30 04:00:00,SB,Parmer to 2222,0.0,0.0
2018-04-30 04:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-30 04:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 04:30:00,NB,CVZ to 183,0.25,0.33
2018-04-30 04:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 04:30:00,SB,2222 to 5th/CVZ,0.0,0.0
2018-04-30 04:30:00,SB,Parmer to 2222,0.0,0.0
2018-04-30 04:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-04-30 05:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 05:00:00,NB,CVZ to 183,0.25,0.33
2018-04-30 05:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 05:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-30 05:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-30 05:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-30 05:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 05:30:00,NB,CVZ to 183,0.25,0.33
2018-04-30 05:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 05:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-30 05:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-30 05:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-30 06:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 06:00:00,NB,CVZ to 183,0.25,0.33
2018-04-30 06:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 06:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-30 06:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-30 06:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-30 06:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 06:30:00,NB,CVZ to 183,0.25,0.33
2018-04-30 06:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 06:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-30 06:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-30 06:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-30 07:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 07:00:00,NB,CVZ to 183,0.25,0.33
2018-04-30 07:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 07:00:00,SB,2222 to 5th/CVZ,1.49,1.98
2018-04-30 07:00:00,SB,Parmer to 2222,1.31,1.74
2018-04-30 07:00:00,SB,Parmer to 5th/CVZ,2.9,3.85
2018-04-30 07:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 07:30:00,NB,CVZ to 183,0.25,0.33
2018-04-30 07:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 07:30:00,SB,2222 to 5th/CVZ,2.45,3.25
2018-04-30 07:30:00,SB,Parmer to 2222,2.57,3.41
2018-04-30 07:30:00,SB,Parmer to 5th/CVZ,5.02,6.67
2018-04-30 08:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 08:00:00,NB,CVZ to 183,0.55,0.73
2018-04-30 08:00:00,NB,CVZ to Parmer,0.8,1.06
2018-04-30 08:00:00,SB,2222 to 5th/CVZ,3.41,4.53
2018-04-30 08:00:00,SB,Parmer to 2222,3.29,4.37
2018-04-30 08:00:00,SB,Parmer to 5th/CVZ,6.7,8.91
2018-04-30 08:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 08:30:00,NB,CVZ to 183,0.25,0.33
2018-04-30 08:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 08:30:00,SB,2222 to 5th/CVZ,3.61,4.8
2018-04-30 08:30:00,SB,Parmer to 2222,3.23,4.29
2018-04-30 08:30:00,SB,Parmer to 5th/CVZ,6.84,9.09
2018-04-30 09:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-30 09:00:00,NB,CVZ to 183,0.25,0.33
2018-04-30 09:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-30 09:00:00,SB,2222 to 5th/CVZ,1.4,1.86
2018-04-30 09:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-30 09:00:00,SB,Parmer to 5th/CVZ,1.65,2.19
2018-04-30 09:30:00,NB,2222 to Parmer,0.25,0.33
